NodeId:1	61.2015,0.5965NodeId:10	8.014855843,1.051857142866,38,67,78,80
NodeId:11	0.0015,0.71995238095228,40,49,51,67,89
NodeId:12	0.0015,0.426528,50,55,67,85,98
NodeId:13	0.458321730443,1.1004285714332,33,35,76
NodeId:14	0.00181875,0.84441666666739,44,62,98
NodeId:15	0.318876700681,0.341570,79,95,97
NodeId:16	0.357262946429,1.1277552,67,80
NodeId:17	0.247058928572,0.46292857142939,41,53,63,72,79,99
NodeId:18	8.2825465743,0.49733333333361,62,87
NodeId:19	0.641793107957,1.1085238095233,37,45,92
NodeId:2	53.5515,1.0650119047633,37,45,92
NodeId:21	1.28646169643,1.0923333333333,37,45,92
NodeId:22	0.792842129629,0.88185714285765,72,83,97
NodeId:24	0.813830509005,0.52566666666765,72,83,97
NodeId:25	0.411814451058,1.2171349206310,18,38,55,93,94
NodeId:26	0.920821547619,54.296261904810,18,38,55,93,94
NodeId:27	0.46132032858,0.766523,28,64
NodeId:28	0.84520430294,1.2643571428668,70,92
NodeId:29	0.150457959402,0.80596428571425,72
NodeId:3	0.119962689691,0.67542857142923,31,36,86
NodeId:30	0.274344758852,0.44167857142942,45,86
NodeId:31	0.708521904762,0.851584,95
NodeId:32	0.519986339286,1.9787619047636,46,49,54,62,70,85
NodeId:33	0.965534920634,0.9755750915753,6,27,47,69,71,91
NodeId:34	0.818961553725,0.79685714285756,58,86
NodeId:35	0.276624255953,0.63956,58,86
NodeId:36	0.518513945578,0.57626190476218,62,64,65,66,83,91
NodeId:37	0.46789942384,0.7877520,30,34,61,75,77,99
NodeId:38	0.46789942384,1.2639679487241,98
NodeId:39	1.14512103175,1.2218571428641,98
NodeId:4	0.150457959402,1.0731071428643,68,71,92
NodeId:40	0.35221996337,0.5715396825442,46,86
NodeId:41	0.956611607145,0.6436703296771,72,73
NodeId:42	0.409207671958,0.96039652014745,49,66
NodeId:43	1.06466364087,0.54792857142945,70,89,99
NodeId:44	0.304904801587,0.67542857142921,24,56,67,68,80,86,90
NodeId:45	1.39549125611,0.59105128205137,38
NodeId:46	0.767895625472,1.5031666666753,58,83,86,90
NodeId:47	0.179691535845,0.38453,58,83,86,90
NodeId:48	0.0015,0.001514,52,70,73
NodeId:49	0.991997725777,0.85959523809539,61,79,89
NodeId:5	0.0669381944444,0.8595952380959,24,50,61,81,98
NodeId:50	0.774177840354,0.8595952380959,24,50,61,81,98
NodeId:51	0.529753974868,0.7837023809529,24,50,61,81,98
NodeId:52	0.351022361111,0.90816666666745,61,71
NodeId:53	0.618310089286,0.56108333333331,64,91
NodeId:54	0.51159757653,0.72501190476213,65,78,95
NodeId:55	8.30781895503,0.50745238095269,77
NodeId:56	0.655228422619,0.47844444444419,22,25,51,58,62
NodeId:57	0.829403048689,0.62685714285736,80,96,98
NodeId:58	0.993382089948,0.81102380952494,96,98
NodeId:59	0.430292307693,0.426538,71,73,78
NodeId:6	0.37152981576,0.66227380952424,69,92
NodeId:60	0.530737122508,0.35566666666722,58,80
NodeId:61	1.03091966575,0.82417857142949,53,56,65
NodeId:62	0.97131635015,0.9304285714299,18,20,99
NodeId:63	1.57842319139,1.7723333333322,33,91
NodeId:64	0.767166448631,0.86667857142964,65,72
NodeId:65	0.833631207483,0.936527,28,31,33,39,78
NodeId:67	0.543134166667,1.021527,28,31,33,39,78
NodeId:68	0.903086061509,0.69296825396819,72,81,83,98
NodeId:69	0.902022236395,0.69094444444426,30,31,32,45
NodeId:7	0.0015,0.9118250915756,19,28,40,81,85
NodeId:70	1.10537116093,0.851522,42,46,55,72,88
NodeId:71	1.61128939782,0.95167857142921,38,57,93
NodeId:72	1.61128939782,1.2977516,45,84,97
NodeId:73	0.274823260073,1.6741785714316,45,84,97
NodeId:74	0.540250238095,0.55449,51,92,93,95
NodeId:75	0.308596230159,0.31316666666750,51,84,92
NodeId:76	0.180938541667,0.3202554,84
NodeId:77	0.312822619047,0.320255,32,37,40,41,44,69,79,83,85,86,87
NodeId:78	0.595783065476,0.6035833333335,32,37,40,41,44,69,79,83,85,86,87
NodeId:79	1.60140659722,1.8087619047626,43,74,90
NodeId:8	0.0015,0.93813461538519,34,82
NodeId:80	67.950124246,0.24941666666741,59,87
NodeId:81	0.586550135073,1.2373730158721,26,78,93,96
NodeId:82	0.432702664835,0.55602380952423,24,32,52,53
NodeId:83	1.93912805272,0.3556666666674,10,18,27,29,70
NodeId:84	18.7718046131,1.078166666674,10,18,27,29,70
NodeId:85	0.592285694662,0.52224175824254,57,64,69,90,99
NodeId:86	1.29695408069,1.322995726560,71,95
NodeId:87	0.451687996031,0.49188461538519,20,27,30,47,54,63
NodeId:88	1.96705416667,0.97292857142926,44,50,55,82
NodeId:89	0.566152976191,0.67542857142932,35,38,40,57,58
NodeId:9	0.378920757021,1.6893571428639,41,43,51,69,80
NodeId:90	1.09798770147,0.7415396825426,52,93,96
NodeId:91	0.851072071776,0.7452524,66,81,95
NodeId:92	1.23427475624,1.6094166666734,39,57
NodeId:93	8.41441081019,0.74626190476243,66,75
NodeId:94	9.17253966365,0.86667857142917,20,90
NodeId:96	0.785606785714,1.14917,20,90
NodeId:97	1.14242871642,0.90816666666713,24,31,60,74
NodeId:98	1.40975859432,0.72450,62,89
NodeId:99	72.0940413919,1.2218571428613,15,28,49,66,92,94
